id,name,calories,proteins,fat,carbohydrate,status,alasan,saran_porsi
997,Pindang Kenari Masakan,124.0,9.5,9.6,0.0,BISA,lemak 9.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
998,Pisang Ambon,99.0,1.2,0.2,25.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
999,Pisang Angleng (Pisang Ampyang) Segar,68.0,1.3,0.2,17.2,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1000,Pisang Ayam Segar,120.0,1.1,0.2,26.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1001,Pisang Gapi Segar,127.0,2.1,0.3,31.1,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1002,Pisang Goreng,220.0,2.3,2.3,6.3,BISA,lemak 2.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1003,Pisang Goroho Segar,115.0,1.9,0.2,27.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1004,Pisang Hijau Segar,117.0,2.0,0.3,28.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1005,Pisang Kayu Segar,100.0,1.4,0.5,23.6,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1006,Pisang Kepok Segar,109.0,0.8,0.5,26.3,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1007,Pisang Ketip Segar,145.0,1.1,0.3,34.5,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1008,Pisang Kidang Segar,96.0,1.0,0.2,22.5,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1009,Pisang Lampung,99.0,1.3,0.2,25.6,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1010,Pisang Mas,127.0,1.4,0.2,33.6,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1011,Pisang Mas Bali,127.0,1.4,0.2,31.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1012,Pisang Oli,134.0,1.1,0.5,35.5,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1013,Pisang Raja,120.0,1.2,0.2,31.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1014,Pisang Raja Sere (Susu),118.0,1.2,0.2,31.1,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1015,Pisang Rotan Segar,98.0,1.3,1.2,20.5,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1016,Pisang Siam Goreng,625.0,1.0,0.0,8.1,NETRAL,lemak 0.0g (di bawah batas 10g); kalori 625.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1017,Pisang Talas Segar,113.0,1.2,0.2,26.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1018,Prey (Bawang Daun),45.0,2.2,0.3,10.3,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1019,Pucuk Lumai/Daun Leunca Segar,33.0,4.5,0.4,2.8,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1020,Pulut,216.0,2.6,3.1,44.4,BISA,lemak 3.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1021,Punai Daging Goreng,224.0,26.2,11.3,4.4,NETRAL,lemak 11.3g (zona netral 10–18g); protein 26.2g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1022,Pundut Nasi,104.0,1.9,4.1,15.1,BISA,lemak 4.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1023,Purundawa,25.0,1.5,0.5,3.6,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1024,Purut Segar,76.0,4.1,1.1,15.2,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1025,Putri Malu Segar,76.0,3.6,0.3,14.6,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1026,Putri Selat,163.0,2.2,6.5,23.8,BISA,lemak 6.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1027,Putu Mayang,200.0,1.0,2.4,43.8,BISA,lemak 2.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1028,Ragi,136.0,43.0,2.4,3.0,BISA,lemak 2.4g (di bawah batas 10g); protein 43.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1029,Rajungan Segar,76.0,12.1,2.0,2.4,BISA,lemak 2.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1030,Rambutan,69.0,0.9,0.1,18.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1031,Rambutan Aceh,11.0,0.0,0.0,2.7,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1032,Rambutan Binjai Segar,76.0,0.5,0.2,18.0,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1033,Rambutan Sinyonya,4.0,0.0,0.0,0.9,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1034,Rarawuan,295.0,7.3,8.5,47.5,BISA,lemak 8.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1035,Rasbi (Beras Ubi),394.0,2.2,8.8,76.6,BISA,lemak 8.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1036,Rasi (Beras Singkong),350.0,0.9,0.4,85.7,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1037,Rawon Masakan,60.0,5.4,2.5,4.0,BISA,lemak 2.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1038,Rebon (Udang Kecil Segar),81.0,16.2,1.2,0.7,BISA,lemak 1.2g (di bawah batas 10g); protein 16.2g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1039,Rebon Kering,299.0,29.4,3.6,3.2,BISA,lemak 3.6g (di bawah batas 10g); protein 29.4g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1040,Rebon Udang Kecil Segar,81.0,16.2,1.2,0.7,BISA,lemak 1.2g (di bawah batas 10g); protein 16.2g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1041,Rebung,27.0,0.6,0.3,5.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1042,Rebung Laut Mentah,320.0,7.2,4.2,63.3,BISA,lemak 4.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1043,Rempeyek Kacang Tolo,451.0,11.2,20.2,59.7,LIMIT,"lemak 20.2g (perlu dibatasi, batas aman 18g); kalori 451.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
1044,Rempeyek Kacang Uci,497.0,17.0,27.6,50.8,TIDAK_BISA,lemak 27.6g (melebihi batas 25g); kalori 497.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1045,Rendang Sapi Masakan,193.0,22.6,7.9,7.8,BISA,lemak 7.9g (di bawah batas 10g); protein 22.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1046,Renggi Goreng,471.0,4.7,21.8,64.1,LIMIT,"lemak 21.8g (perlu dibatasi, batas aman 18g); kalori 471.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
1047,Rimbang Segar,75.0,1.6,0.6,15.8,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1048,Risoles,335.0,5.3,3.5,70.5,BISA,lemak 3.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1049,Roti Boong,341.0,5.5,16.2,43.3,NETRAL,lemak 16.2g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1050,Roti Gambang,350.0,7.5,2.0,75.5,BISA,lemak 2.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1051,Roti Putih,248.0,8.0,1.2,50.0,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1052,Roti Warna Sawo Matang,249.0,7.9,1.5,49.7,BISA,lemak 1.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1053,Rujak Cingur,153.0,11.3,8.4,8.0,BISA,lemak 8.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1054,Rumput Laut,41.0,1.4,0.3,8.1,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1055,Rusa Daging Dendeng Mentah,536.0,40.5,41.5,0.0,TIDAK_BISA,lemak 41.5g (melebihi batas 25g); kalori 536.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1056,Rusip,110.0,11.5,2.0,11.7,BISA,lemak 2.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1057,Rw Anjing Masakan,198.0,24.6,10.7,0.9,NETRAL,lemak 10.7g (zona netral 10–18g); protein 24.6g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1058,Saga Biji Tanpa Kulit,449.0,30.6,25.5,31.9,TIDAK_BISA,lemak 25.5g (melebihi batas 25g); kalori 449.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1059,Sagu Ambon,338.0,0.6,0.3,83.1,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1060,Sagu Aren Kering,355.0,0.6,1.1,85.6,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1061,Sagu Aren Segar,231.0,0.6,0.2,56.6,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1062,Sagu Forno,291.0,0.5,4.0,63.4,BISA,lemak 4.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1063,Sagu Kasbi Segar,230.0,0.6,0.2,56.5,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1064,Sagu Lemak (Kue Sagon),452.0,2.8,14.8,76.8,NETRAL,lemak 14.8g (zona netral 10–18g); kalori 452.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1065,Sagu Lempeng,347.0,0.9,0.3,85.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1066,Sagu Rendang,364.0,0.1,0.2,90.5,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1067,Sagu Singkong Kering,362.0,0.5,0.3,86.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1068,Sagu Sinole,354.0,0.8,8.3,68.9,BISA,lemak 8.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1069,Salak Bali Segar,57.0,0.5,0.1,13.6,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1070,Salak Medan Segar,55.0,0.4,0.2,12.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1071,Salak Pondoh Segar,87.0,0.8,0.4,20.1,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1072,Sale Pisang Siam,281.0,2.4,0.7,66.1,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1073,Santan (Dengan Air),122.0,2.0,10.0,7.6,BISA,lemak 10.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1074,Santan (Kelapa Saja),324.0,4.2,34.3,55.6,TIDAK_BISA,lemak 34.3g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1075,Santan Murni,324.0,4.2,34.3,5.6,TIDAK_BISA,lemak 34.3g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1076,Saos Tomat,98.0,2.0,0.4,24.5,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1077,Sapi Abon,212.0,18.0,10.6,59.3,NETRAL,lemak 10.6g (zona netral 10–18g); protein 18.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1078,Sapi Babat Segar,108.0,17.6,4.2,0.0,BISA,lemak 4.2g (di bawah batas 10g); protein 17.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1079,Sapi Daging Asap,182.0,32.0,6.0,0.0,BISA,lemak 6.0g (di bawah batas 10g); protein 32.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1080,Sapi Daging Dendeng Mentah,301.0,55.0,9.0,0.0,BISA,lemak 9.0g (di bawah batas 10g); protein 55.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1081,Sapi Daging Gemuk Segar,273.0,17.5,22.0,0.0,NETRAL,"lemak 22.0g (perlu dibatasi, batas aman 18g); protein 17.5g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1082,Sapi Daging Kornet,289.0,16.0,25.0,0.0,NETRAL,"lemak 25.0g (perlu dibatasi, batas aman 18g); protein 16.0g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1083,Sapi Daging Kurus Segar,174.0,19.6,10.0,0.0,BISA,lemak 10.0g (di bawah batas 10g); protein 19.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1084,Sapi Daging Lemak Sedang Segar,201.0,18.8,14.0,0.0,NETRAL,lemak 14.0g (zona netral 10–18g); protein 18.8g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1085,Sapi Daging Sosis (Worst),448.0,14.5,42.3,2.3,TIDAK_BISA,lemak 42.3g (melebihi batas 25g); kalori 448.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1086,Sapi Daleman Segar,183.0,12.0,14.4,1.4,NETRAL,lemak 14.4g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1087,Sapi Dideh/Darah,98.0,21.9,1.1,0.0,BISA,lemak 1.1g (di bawah batas 10g); protein 21.9g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1088,Sapi Ginjal Segar,137.0,15.0,8.1,0.9,BISA,lemak 8.1g (di bawah batas 10g); protein 15.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1089,Sapi Hati Sosis (Liverworst),274.0,16.0,22.0,3.0,NETRAL,"lemak 22.0g (perlu dibatasi, batas aman 18g); protein 16.0g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1090,Sapi Keleponan Segar,84.0,10.5,4.6,0.2,BISA,lemak 4.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1091,Sapi Liver Segar,132.0,19.7,3.2,6.0,BISA,lemak 3.2g (di bawah batas 10g); protein 19.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1092,Sapi Otak Segar,123.0,10.4,8.6,0.8,BISA,lemak 8.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1093,Sapi Paru Dendeng Mentah,360.0,57.3,6.0,19.2,BISA,lemak 6.0g (di bawah batas 10g); protein 57.3g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1094,Sapi Paru Goreng,268.0,23.9,12.7,14.5,NETRAL,lemak 12.7g (zona netral 10–18g); protein 23.9g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1095,Sapi Usus Segar,126.0,14.0,7.2,1.5,BISA,lemak 7.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1096,Sarang Burung,281.0,37.5,0.3,32.1,BISA,lemak 0.3g (di bawah batas 10g); protein 37.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1097,Sardines Dalam Kaleng,338.0,21.1,27.0,1.0,TIDAK_BISA,lemak 27.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1098,Sari Kedelai Bubuk,344.0,30.0,20.0,43.0,NETRAL,"lemak 20.0g (perlu dibatasi, batas aman 18g); protein 30.0g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1099,Sarimuka,166.0,2.3,2.8,32.9,BISA,lemak 2.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1100,Sate Bandeng,283.0,12.1,16.8,20.9,NETRAL,lemak 16.8g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1101,Sate Kulit,110.0,15.5,0.5,11.5,BISA,lemak 0.5g (di bawah batas 10g); protein 15.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1102,Sate Penyu Masakan,179.0,22.5,3.5,13.3,BISA,lemak 3.5g (di bawah batas 10g); protein 22.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1103,Sate Pusut Masakan,274.0,12.9,18.6,13.6,LIMIT,"lemak 18.6g (perlu dibatasi, batas aman 18g)","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
1104,Sate Usus,126.7,14.0,7.3,1.3,BISA,lemak 7.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1105,Sawi,22.0,2.3,0.3,4.0,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1106,Sawi Putih / Pecai Segar,9.0,1.0,0.1,1.7,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1107,Sawi Taiwan Segar,30.0,1.9,0.5,4.4,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1108,Sawi Tanah Segar,19.0,1.3,0.2,2.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1109,Sawo,92.0,0.5,1.1,22.4,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1110,Sawo Duren Segar,64.0,1.0,3.1,8.0,BISA,lemak 3.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1111,Sawo Kecik Segar,111.0,0.9,2.3,21.6,BISA,lemak 2.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1112,Sawo Manila Segar,92.0,0.5,1.1,22.4,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1113,Sayur Asem,29.0,0.7,0.6,5.0,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1114,Sayur Bunga Pepaya,49.0,1.7,0.3,9.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1115,Sayur Garu,178.0,2.6,13.9,10.6,NETRAL,lemak 13.9g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1116,Sayur Kohu-Kohu,133.0,7.3,6.6,11.2,BISA,lemak 6.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1117,Sayur Lebui,64.0,2.1,0.6,12.5,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1118,Sayur Lilin-Terubuk,36.0,2.7,0.7,4.8,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1119,Sayur Ndusuk,49.0,3.1,2.5,3.6,BISA,lemak 2.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1120,Sayur Sop,27.0,1.3,2.0,1.0,BISA,lemak 2.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1121,Sayur Umbut Kelapa,67.0,5.2,2.9,5.1,BISA,lemak 2.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1122,Sayur Umbut Rotan,57.0,5.4,2.6,3.1,BISA,lemak 2.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1123,Selada,15.0,1.2,0.2,2.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1124,Selada Air,17.0,1.7,0.3,3.0,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1125,Selada Air Rebus,19.0,2.7,0.2,2.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1126,Seledri,20.0,1.0,0.1,4.6,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1127,Semangka,28.0,0.5,0.2,6.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1128,Semur Jengkol,192.5,4.5,6.0,30.3,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1129,Sente,64.0,0.6,0.3,14.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1130,Sente Talas Segar,353.0,0.7,0.2,84.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1131,Sepi Masakan,88.0,7.9,1.6,10.6,BISA,lemak 1.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1132,Serbuk Coklat,298.0,8.0,23.8,48.9,LIMIT,"lemak 23.8g (perlu dibatasi, batas aman 18g)","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
1133,Serimping Talas Kebumen,478.0,2.5,21.2,69.2,LIMIT,"lemak 21.2g (perlu dibatasi, batas aman 18g); kalori 478.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
1134,Setrup Sirup,213.0,0.0,0.0,55.0,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1135,Shabu-Shabu,88.0,3.2,8.0,0.8,BISA,lemak 8.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1136,Sie Reuboh Masakan,474.0,11.2,42.5,11.7,TIDAK_BISA,lemak 42.5g (melebihi batas 25g); kalori 474.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1137,Singkah (Rotan Muda),81.0,5.1,4.5,5.1,BISA,lemak 4.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1138,Singkong Goreng,285.0,1.0,18.0,28.0,NETRAL,lemak 18.0g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1139,Singkong Kukus,146.0,1.2,0.3,34.7,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1140,Singkong Tape,173.0,0.5,0.1,42.5,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1141,Siomay,95.3,4.4,2.2,14.4,BISA,lemak 2.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1142,Sirsak,65.0,1.0,0.3,16.3,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1143,Sirup,213.0,0.0,0.0,55.0,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1144,Sop Buntut Masakan,71.0,7.5,3.6,2.2,BISA,lemak 3.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1145,Sop Daging Sapi Masakan,49.0,5.8,0.5,5.3,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1146,Sop Kaki Sapi Masakan,68.0,9.0,1.9,3.7,BISA,lemak 1.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1147,Sop Kambing Masakan,34.0,5.5,0.8,1.1,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1148,Sop Konro Masakan,71.0,7.4,2.6,4.5,BISA,lemak 2.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
